Date,Store_ID,Store_Location,Region,SKU,SKU_Category,SKU_SubCategory,Brand,Unit_Price,Discount,Promo_Flag,Stock_On_Hand,Supplier_ID,Supplier_Rating,Weather,DayOfWeek,Holiday_Flag,Footfall,Basket_Size,Avg_Customer_Age,Loyalty_Segment,Staff_Count,Competitor_Price,Web_Orders,Mobile_Orders,Units_Sold,Sales_Revenue
23/02/2023,ALN04,Abu Dhabi,South,1078,Bakery,SubC,BrandB,11.21,0.2,0,196,SUP04,4.71,Sunny,3,0,919,3.68,33.8,Gold,9,28.5,24,65,376,3371.97
24/02/2023,AUH02,Dubai,Central,1085,Produce,SubA,BrandA,9.73,0.05,1,138,SUP01,3,Hot,4,0,1147,5.41,27.9,Silver,9,5.76,63,34,362,3346.15
25/02/2023,AUH02,Dubai,West,1091,Bakery,SubB,BrandB,38.27,0.1,1,53,SUP04,3.72,Hot,5,0,188,4.09,31.7,Gold,21,6.69,72,50,229,7887.45
26/02/2023,AUH02,Abu Dhabi,South,1013,Dairy,SubA,BrandD,36.9,0,1,56,SUP03,4.48,Cool,6,0,834,5.4,42.3,Bronze,10,6.48,85,36,275,10147.5
27/02/2023,AUH02,Abu Dhabi,North,1026,Snacks,SubB,BrandA,3.79,0.2,0,44,SUP01,4.2,Sunny,0,0,277,2.03,34.4,Silver,9,33.09,47,5,313,949.02
28/02/2023,SHJ03,Al Ain,West,1039,Produce,SubB,BrandA,14.87,0,1,69,SUP02,3.36,Hot,1,0,1118,7.79,35,Bronze,11,7.92,34,50,334,4966.58
01/03/2023,ALN04,Abu Dhabi,Central,1057,Beverages,SubB,BrandD,17.4,0.15,0,99,SUP03,3.61,Sunny,2,1,1182,6.11,39.8,Bronze,8,22.01,36,65,387,5723.73
02/03/2023,DXB01,Sharjah,Central,1027,Snacks,SubA,BrandA,11.08,0,0,61,SUP01,3.67,Rainy,3,0,1000,2.75,24.9,Bronze,13,17.22,54,16,317,3512.36
03/03/2023,DXB01,Dubai,Central,1025,Beverages,SubC,BrandB,25.9,0.05,0,17,SUP01,4.14,Rainy,4,0,537,6.07,46.4,Silver,22,25.58,16,64,295,7258.48
04/03/2023,ALN04,Dubai,North,1062,Snacks,SubA,BrandC,26.33,0,1,116,SUP01,4.66,Rainy,5,1,525,5.03,35.3,Bronze,23,32.32,27,8,377,9926.41
05/03/2023,DXB01,Sharjah,South,1065,Snacks,SubB,BrandD,34.32,0,0,178,SUP04,4.86,Rainy,6,0,1067,1.76,37.9,Silver,23,31.38,0,12,320,10982.4
06/03/2023,ALN04,Abu Dhabi,North,1024,Bakery,SubA,BrandB,30.15,0,0,140,SUP01,4.5,Cool,0,0,585,2.25,54.2,Bronze,17,24.07,52,57,227,6844.05
07/03/2023,DXB01,Sharjah,West,1002,Produce,SubC,BrandD,22.62,0.1,0,151,SUP02,4.69,Rainy,1,0,559,1.29,33.4,Bronze,6,21.86,72,29,259,5272.72
08/03/2023,AUH02,Sharjah,Central,1071,Produce,SubA,BrandD,26.84,0.1,0,105,SUP01,3.94,Rainy,2,0,1020,6.66,43.4,Silver,17,18.99,54,30,299,7222.64
09/03/2023,DXB01,Al Ain,North,1043,Snacks,SubC,BrandA,12.41,0.15,0,35,SUP02,3.78,Sunny,3,0,1138,4.86,35,Platinum,16,39.03,60,22,394,4156.11
10/03/2023,ALN04,Sharjah,North,1096,Dairy,SubC,BrandA,24.54,0.05,1,120,SUP02,3.79,Hot,4,0,847,3.22,51.5,Bronze,18,16.09,12,62,300,6993.9
11/03/2023,ALN04,Dubai,South,1041,Dairy,SubA,BrandB,20.59,0,0,132,SUP02,4.23,Sunny,5,0,150,1.88,49.9,Silver,8,13,46,27,209,4303.31
12/03/2023,ALN04,Sharjah,South,1098,Beverages,SubB,BrandD,7.07,0,0,195,SUP03,3.25,Cool,6,0,408,4.39,30,Platinum,13,33.91,63,58,317,2241.19
13/03/2023,ALN04,Dubai,Central,1005,Beverages,SubC,BrandA,11.22,0,0,177,SUP02,4.16,Rainy,0,0,1157,4.68,44.8,Silver,8,17.34,31,9,357,4005.54
14/03/2023,ALN04,Dubai,North,1038,Bakery,SubA,BrandA,13.08,0,0,60,SUP04,4.33,Hot,1,1,1104,5.91,24.2,Silver,22,38.39,27,25,403,5271.24
15/03/2023,SHJ03,Dubai,North,1051,Snacks,SubC,BrandD,37.12,0.1,0,132,SUP01,3.88,Hot,2,0,734,7.79,53.8,Bronze,18,15.96,52,16,240,8017.92
16/03/2023,SHJ03,Abu Dhabi,South,1022,Beverages,SubB,BrandB,10.75,0.15,0,14,SUP04,4.91,Rainy,3,0,304,4.04,33.5,Silver,15,32.12,30,39,281,2567.64
17/03/2023,DXB01,Al Ain,North,1088,Beverages,SubA,BrandB,12.99,0.2,0,86,SUP03,4.22,Rainy,4,0,839,3.84,49.5,Bronze,22,3.75,7,67,247,2566.82
18/03/2023,ALN04,Dubai,North,1049,Personal Care,SubA,BrandD,16.04,0.05,0,169,SUP01,3.44,Cool,5,0,1193,3.59,32.5,Silver,8,18.46,71,22,313,4769.49
19/03/2023,DXB01,Dubai,North,1042,Snacks,SubA,BrandB,27.22,0,0,10,SUP02,3.96,Cool,6,0,632,6.79,42.9,Gold,18,16.63,97,34,249,6777.78
20/03/2023,ALN04,Abu Dhabi,South,1018,Bakery,SubB,BrandA,6.49,0.15,0,191,SUP01,4.35,Rainy,0,0,207,2.09,54.5,Silver,11,37.08,86,74,310,1710.12
21/03/2023,ALN04,Dubai,Central,1068,Beverages,SubC,BrandD,38.25,0.2,0,20,SUP03,3.65,Rainy,1,0,975,3.41,50.9,Bronze,19,43.58,73,8,334,10220.4
22/03/2023,SHJ03,Sharjah,West,1050,Bakery,SubA,BrandA,34.89,0.15,0,190,SUP03,3.16,Rainy,2,0,350,6.07,27.3,Gold,15,21.71,24,44,214,6346.49
23/03/2023,SHJ03,Sharjah,Central,1010,Produce,SubC,BrandC,23.93,0.1,1,17,SUP04,4.17,Rainy,3,0,234,1.11,40.1,Silver,21,37.43,32,36,394,8485.58
24/03/2023,AUH02,Al Ain,West,1011,Bakery,SubC,BrandC,27.61,0.2,0,162,SUP01,4.9,Hot,4,0,788,3.03,33.5,Gold,23,32.03,67,68,335,7399.48
25/03/2023,SHJ03,Dubai,North,1073,Dairy,SubB,BrandB,2.63,0.15,0,177,SUP01,3.97,Cool,5,0,506,5.49,36.3,Silver,18,43.59,6,18,329,735.48
26/03/2023,AUH02,Abu Dhabi,Central,1007,Dairy,SubA,BrandC,14.88,0.1,0,41,SUP01,4.81,Rainy,6,0,201,2.3,33.1,Bronze,15,36.84,96,74,296,3964.03
27/03/2023,AUH02,Sharjah,West,1023,Bakery,SubC,BrandA,32.24,0.15,0,37,SUP04,4.67,Rainy,0,0,792,3.12,33.1,Silver,11,5.15,65,72,268,7344.27
28/03/2023,AUH02,Abu Dhabi,South,1091,Dairy,SubA,BrandC,4.94,0.15,1,140,SUP03,3.29,Hot,1,0,503,4.4,39.9,Silver,15,32.61,45,26,385,1616.62
29/03/2023,AUH02,Abu Dhabi,South,1040,Produce,SubA,BrandA,12.73,0.2,0,137,SUP02,4.42,Sunny,2,0,913,3.95,28.3,Bronze,10,24.93,95,12,345,3513.48
30/03/2023,AUH02,Sharjah,Central,1035,Snacks,SubB,BrandB,24.24,0.1,0,71,SUP01,3.87,Rainy,3,0,1125,1.74,39.7,Silver,11,2.51,4,56,263,5737.61
31/03/2023,DXB01,Abu Dhabi,Central,1084,Dairy,SubA,BrandB,11.74,0,0,36,SUP04,3.5,Hot,4,1,954,7.57,31.2,Silver,12,12.66,16,59,348,4085.52
01/04/2023,SHJ03,Sharjah,North,1071,Dairy,SubA,BrandA,37.49,0.05,0,54,SUP04,4.37,Hot,5,0,1126,1.31,31.5,Silver,16,41.62,75,11,355,12643.5
02/04/2023,AUH02,Abu Dhabi,Central,1054,Bakery,SubC,BrandC,6.98,0.2,1,114,SUP02,4.49,Sunny,6,0,1041,6.25,46.4,Bronze,21,41.81,51,8,431,2406.7
03/04/2023,ALN04,Sharjah,North,1008,Produce,SubB,BrandB,32.3,0.1,0,101,SUP03,3.36,Cool,0,0,1120,1.5,23,Silver,17,36.31,11,26,350,10174.5
04/04/2023,SHJ03,Dubai,North,1046,Snacks,SubA,BrandD,21.3,0.15,0,34,SUP01,4.83,Cool,1,0,276,4.27,34.6,Bronze,17,44.21,61,62,305,5522.02
05/04/2023,SHJ03,Al Ain,South,1014,Bakery,SubC,BrandB,30.51,0.1,0,198,SUP01,4.5,Cool,2,0,972,2.23,35.4,Bronze,10,36.64,34,28,332,9116.39
06/04/2023,AUH02,Sharjah,South,1047,Bakery,SubB,BrandC,13.81,0.05,0,53,SUP04,4.87,Rainy,3,0,576,1.99,38,Bronze,21,2.24,61,21,236,3096.2
07/04/2023,DXB01,Sharjah,West,1081,Personal Care,SubB,BrandD,21.55,0.05,1,183,SUP03,3.63,Cool,4,0,497,1.88,44.1,Bronze,11,14.23,20,72,281,5752.77
08/04/2023,AUH02,Al Ain,South,1041,Produce,SubC,BrandC,34.56,0,0,151,SUP01,4.88,Rainy,5,0,319,4.17,34.2,Bronze,14,3.12,84,18,201,6946.56
09/04/2023,DXB01,Sharjah,South,1059,Snacks,SubC,BrandA,19.74,0,0,145,SUP02,3.74,Rainy,6,0,272,4.61,29,Bronze,10,5.87,65,37,212,4184.88
10/04/2023,ALN04,Sharjah,Central,1083,Produce,SubC,BrandD,15.67,0.05,0,185,SUP03,3.11,Hot,0,0,835,1.93,51.2,Bronze,21,11.25,52,38,289,4302.2
11/04/2023,SHJ03,Abu Dhabi,South,1069,Snacks,SubC,BrandC,22.37,0.2,0,151,SUP03,4.53,Cool,1,1,601,7.86,54.4,Platinum,23,23.55,20,14,308,5511.97
12/04/2023,ALN04,Al Ain,West,1011,Produce,SubC,BrandD,29.26,0.2,0,89,SUP04,4.41,Cool,2,0,860,2.8,22.7,Silver,24,38.41,14,53,370,8660.96
13/04/2023,DXB01,Dubai,Central,1001,Bakery,SubA,BrandC,18.86,0.15,0,91,SUP04,4.2,Cool,3,0,230,4.21,40,Silver,17,39.04,74,31,287,4600.9
14/04/2023,DXB01,Sharjah,West,1006,Bakery,SubA,BrandD,37.68,0,0,144,SUP01,3.98,Rainy,4,0,897,2.51,33.3,Gold,7,28.42,73,45,247,9306.96
15/04/2023,ALN04,Al Ain,South,1079,Beverages,SubB,BrandC,13.21,0.15,0,97,SUP04,3.06,Rainy,5,0,898,4.46,31.1,Gold,15,41.9,81,60,344,3862.6
16/04/2023,DXB01,Abu Dhabi,West,1002,Dairy,SubA,BrandA,20.07,0,0,186,SUP03,4.25,Cool,6,0,1029,6.29,33.1,Gold,17,23.4,22,51,342,6863.94
17/04/2023,ALN04,Dubai,Central,1002,Personal Care,SubA,BrandD,30.76,0.05,1,136,SUP01,3.83,Rainy,0,0,822,4.65,43.1,Bronze,19,40.21,30,33,405,11834.91
18/04/2023,SHJ03,Al Ain,North,1026,Produce,SubA,BrandD,28.19,0.2,0,64,SUP01,4.12,Rainy,1,0,1143,3,28.3,Silver,23,21.42,53,72,275,6201.8
19/04/2023,ALN04,Dubai,West,1039,Personal Care,SubC,BrandD,34.82,0.2,0,150,SUP03,3.86,Sunny,2,0,314,2.74,52.1,Gold,24,13.78,54,34,187,5209.07
20/04/2023,SHJ03,Dubai,West,1032,Beverages,SubB,BrandD,39.88,0.05,0,193,SUP01,4.93,Sunny,3,0,587,6.31,37.4,Gold,11,41.39,25,69,272,10304.99
21/04/2023,ALN04,Dubai,Central,1091,Dairy,SubB,BrandA,18.22,0.15,0,65,SUP02,4.21,Cool,4,0,412,1.83,32.7,Silver,10,18.56,52,36,245,3794.31
22/04/2023,DXB01,Sharjah,Central,1000,Produce,SubB,BrandD,6.22,0.15,0,24,SUP02,4.5,Cool,5,0,178,3.59,47.3,Bronze,21,23.55,65,60,315,1665.4
23/04/2023,ALN04,Sharjah,West,1007,Snacks,SubB,BrandB,3.16,0.1,1,194,SUP01,4.87,Sunny,6,0,279,2.06,22.5,Platinum,19,16.01,38,48,350,995.4
24/04/2023,DXB01,Abu Dhabi,South,1031,Dairy,SubA,BrandA,29.62,0,0,67,SUP04,4.18,Rainy,0,0,1103,2.81,36.3,Silver,18,30.43,6,8,332,9833.84
25/04/2023,ALN04,Abu Dhabi,West,1047,Bakery,SubA,BrandB,35.21,0.15,0,172,SUP02,3.02,Rainy,1,0,774,2.07,33.7,Bronze,7,44.79,87,18,349,10445.05
26/04/2023,ALN04,Al Ain,Central,1003,Beverages,SubC,BrandD,10.39,0.05,0,97,SUP01,3.07,Hot,2,0,113,7.21,33.2,Bronze,7,2.9,38,27,230,2270.22
27/04/2023,AUH02,Abu Dhabi,North,1093,Dairy,SubB,BrandC,8.02,0.15,0,106,SUP02,4.4,Cool,3,0,958,6.12,33.1,Bronze,17,40.67,31,25,344,2345.05
28/04/2023,DXB01,Dubai,North,1069,Dairy,SubA,BrandB,4.36,0.2,0,153,SUP04,3.56,Cool,4,0,345,4.93,23,Bronze,6,1.97,25,37,259,903.39
29/04/2023,AUH02,Dubai,South,1018,Bakery,SubA,BrandD,33.26,0,0,17,SUP03,4.16,Cool,5,0,1137,2.57,27,Bronze,24,17.53,86,39,273,9079.98
30/04/2023,DXB01,Sharjah,West,1031,Produce,SubC,BrandB,13.83,0.1,0,182,SUP01,3.4,Hot,6,0,198,4.57,26.7,Platinum,21,9.08,77,24,233,2900.15
01/05/2023,AUH02,Dubai,North,1008,Snacks,SubC,BrandD,17.26,0,0,49,SUP01,3.54,Hot,0,0,132,4.65,54.6,Bronze,12,34.52,28,68,296,5108.96
02/05/2023,SHJ03,Al Ain,West,1011,Bakery,SubC,BrandD,21.1,0.2,0,191,SUP01,4.01,Rainy,1,0,356,5.13,22.7,Silver,12,3.99,24,70,229,3865.52
03/05/2023,ALN04,Dubai,Central,1010,Snacks,SubA,BrandD,33.9,0.2,0,23,SUP01,4.95,Sunny,2,0,133,1.42,27.5,Gold,21,25.71,55,22,220,5966.4
04/05/2023,DXB01,Dubai,North,1045,Produce,SubA,BrandC,26.73,0.2,0,196,SUP01,4.23,Sunny,3,1,118,7.81,54.1,Silver,11,14.54,30,64,218,4661.71
05/05/2023,DXB01,Al Ain,South,1015,Dairy,SubC,BrandB,25.37,0.2,0,62,SUP01,4.87,Sunny,4,0,688,4.26,42.7,Bronze,23,7.57,65,21,232,4708.67
06/05/2023,ALN04,Abu Dhabi,Central,1000,Snacks,SubB,BrandA,8.68,0.05,0,136,SUP04,4.92,Rainy,5,0,236,7.49,36.9,Silver,6,35.14,1,63,294,2424.32
07/05/2023,DXB01,Abu Dhabi,South,1062,Beverages,SubC,BrandA,21.5,0.1,0,164,SUP03,3.42,Sunny,6,0,458,1.07,24.6,Bronze,6,11.19,86,67,223,4315.05
08/05/2023,DXB01,Al Ain,Central,1020,Beverages,SubC,BrandA,29.18,0.2,0,184,SUP04,3.62,Hot,0,0,853,2.73,44.1,Bronze,19,11.46,46,57,253,5906.03
09/05/2023,AUH02,Sharjah,North,1029,Bakery,SubC,BrandA,38.98,0.2,0,89,SUP04,4.54,Hot,1,0,503,1.73,26.5,Silver,11,13.68,74,27,224,6985.22
10/05/2023,DXB01,Dubai,South,1012,Produce,SubC,BrandD,9.65,0.15,0,124,SUP03,4.73,Cool,2,0,349,6.39,44.1,Gold,11,27.15,28,67,290,2378.72
11/05/2023,SHJ03,Al Ain,South,1033,Bakery,SubA,BrandB,2.36,0.1,0,143,SUP04,4.04,Sunny,3,0,545,3.24,54.3,Silver,9,30.3,98,74,318,675.43
12/05/2023,SHJ03,Dubai,Central,1003,Bakery,SubB,BrandB,4.86,0,0,64,SUP02,4.99,Hot,4,0,1053,6.88,39.6,Bronze,17,2.56,48,3,292,1419.12
13/05/2023,ALN04,Sharjah,South,1027,Personal Care,SubC,BrandC,16.28,0.1,0,53,SUP04,3.02,Cool,5,0,377,6.83,29.1,Bronze,23,12.25,72,0,244,3575.09
14/05/2023,DXB01,Dubai,Central,1094,Bakery,SubB,BrandB,33.18,0.1,0,27,SUP01,3.6,Sunny,6,0,211,5.67,42.6,Bronze,15,20.42,31,25,242,7226.6
15/05/2023,ALN04,Al Ain,Central,1058,Personal Care,SubB,BrandB,2.27,0.1,1,25,SUP02,4.25,Sunny,0,0,845,5.66,38.9,Silver,8,16.14,29,32,406,829.46
16/05/2023,SHJ03,Dubai,Central,1026,Beverages,SubB,BrandB,19.36,0.2,0,21,SUP02,3.94,Hot,1,0,787,5.9,39.6,Bronze,8,40,14,26,357,5529.22
17/05/2023,DXB01,Abu Dhabi,Central,1068,Beverages,SubC,BrandC,14.51,0.2,0,157,SUP03,3.23,Cool,2,0,491,5.72,37.8,Gold,13,35.83,61,41,307,3563.66
18/05/2023,DXB01,Sharjah,North,1024,Bakery,SubA,BrandA,3.99,0.05,0,54,SUP04,3.74,Cool,3,0,1068,3.71,44.2,Bronze,6,28.84,77,68,358,1357
19/05/2023,ALN04,Sharjah,Central,1002,Beverages,SubC,BrandB,19.11,0,0,196,SUP04,3.05,Hot,4,1,242,5.78,40.9,Bronze,23,16.4,16,70,280,5350.8
20/05/2023,SHJ03,Sharjah,West,1096,Produce,SubB,BrandC,11.68,0.15,0,102,SUP02,4.29,Hot,5,1,1155,7.28,54.6,Silver,20,32.07,21,63,367,3643.58
21/05/2023,DXB01,Al Ain,South,1067,Personal Care,SubB,BrandC,15.37,0.1,0,31,SUP04,4.79,Hot,6,1,280,3.33,49.3,Bronze,22,38.25,29,24,326,4509.56
22/05/2023,ALN04,Sharjah,West,1024,Personal Care,SubA,BrandD,28.81,0,0,106,SUP04,4.77,Sunny,0,0,678,7.61,30.7,Silver,16,27.5,80,71,285,8210.85
23/05/2023,SHJ03,Abu Dhabi,North,1019,Bakery,SubC,BrandC,21.82,0,0,56,SUP03,4.4,Hot,1,0,897,1.1,45.9,Gold,18,35.69,15,3,343,7484.26
24/05/2023,ALN04,Al Ain,West,1033,Beverages,SubB,BrandA,6.74,0.05,0,38,SUP02,3.93,Hot,2,1,368,3.44,29.1,Bronze,15,34.16,51,11,326,2087.38
25/05/2023,AUH02,Abu Dhabi,South,1025,Snacks,SubA,BrandB,38.53,0.15,0,54,SUP01,4.02,Rainy,3,0,652,1.92,47.8,Bronze,18,26.5,7,57,225,7368.86
26/05/2023,DXB01,Dubai,West,1004,Personal Care,SubB,BrandC,26.16,0.1,0,86,SUP02,3.27,Hot,4,0,732,1.89,26.9,Platinum,22,15.29,63,10,243,5721.19
27/05/2023,AUH02,Dubai,North,1098,Bakery,SubA,BrandA,31.1,0.15,0,18,SUP03,3.68,Hot,5,0,374,6.71,37.6,Silver,6,34.02,38,58,249,6582.32
28/05/2023,SHJ03,Dubai,Central,1060,Bakery,SubA,BrandC,5.01,0.05,0,33,SUP03,3.38,Sunny,6,0,842,7.43,48.1,Platinum,21,10.73,30,35,320,1523.04
29/05/2023,AUH02,Dubai,West,1091,Produce,SubC,BrandC,3.79,0.2,0,24,SUP03,4.64,Cool,0,0,185,6.44,31.2,Bronze,21,35.47,11,21,303,918.7
30/05/2023,AUH02,Abu Dhabi,North,1092,Dairy,SubB,BrandC,2.74,0,0,173,SUP04,4.83,Sunny,1,0,1186,7.84,49.6,Bronze,8,36.56,32,64,356,975.44
31/05/2023,SHJ03,Al Ain,North,1008,Dairy,SubC,BrandC,9.17,0.1,0,22,SUP02,4.07,Rainy,2,0,503,2.51,43.3,Bronze,7,37.32,57,49,290,2393.37
01/06/2023,ALN04,Al Ain,South,1049,Personal Care,SubB,BrandC,17.75,0.2,0,100,SUP04,4.46,Hot,3,0,291,1.99,35.1,Bronze,11,22.23,11,3,265,3763
02/06/2023,AUH02,Sharjah,South,1005,Produce,SubC,BrandA,37.56,0.05,0,181,SUP04,3.24,Hot,4,0,1154,4.64,36,Silver,16,10.12,24,71,264,9420.05
03/06/2023,ALN04,Abu Dhabi,West,1082,Produce,SubB,BrandB,19.37,0.15,1,110,SUP02,4.22,Hot,5,0,206,6.8,52.6,Bronze,8,6.11,37,51,220,3622.19
04/06/2023,AUH02,Dubai,Central,1059,Produce,SubC,BrandB,13.03,0,1,80,SUP03,4.41,Hot,6,0,721,1.28,29.2,Silver,6,33.91,47,42,383,4990.49
05/06/2023,ALN04,Abu Dhabi,North,1043,Personal Care,SubA,BrandB,23.35,0.1,0,131,SUP01,3.91,Hot,0,1,375,7.97,44.9,Bronze,16,40.09,81,45,333,6998
06/06/2023,SHJ03,Sharjah,West,1010,Dairy,SubB,BrandB,6.25,0.2,0,85,SUP01,3.49,Hot,1,0,750,5.22,45.3,Gold,18,29.92,82,3,346,1730
07/06/2023,AUH02,Sharjah,North,1065,Produce,SubB,BrandA,25.16,0.2,0,173,SUP02,4.75,Rainy,2,0,655,7.85,52.4,Bronze,10,8.03,54,12,227,4569.06
08/06/2023,SHJ03,Abu Dhabi,North,1046,Beverages,SubA,BrandD,23.6,0,0,125,SUP02,4.49,Hot,3,0,1187,3.56,45.5,Bronze,23,42.19,2,37,360,8496
09/06/2023,AUH02,Abu Dhabi,Central,1072,Bakery,SubC,BrandD,32.1,0.15,0,70,SUP03,4.8,Hot,4,0,666,4.21,41.3,Silver,20,44.53,98,44,313,8540.2
10/06/2023,SHJ03,Abu Dhabi,Central,1084,Bakery,SubB,BrandA,39.49,0.05,0,177,SUP02,4.64,Hot,5,0,685,6.27,51.8,Bronze,23,20.52,68,24,224,8403.47
11/06/2023,SHJ03,Al Ain,West,1087,Snacks,SubB,BrandA,11.53,0.15,1,135,SUP02,4.98,Rainy,6,0,984,6.55,49.4,Silver,20,27.5,34,66,408,3998.6
12/06/2023,AUH02,Dubai,Central,1097,Snacks,SubC,BrandC,21.37,0.15,0,164,SUP03,3.38,Hot,0,0,228,2.63,45.7,Bronze,12,35.38,50,54,286,5195.05
13/06/2023,AUH02,Abu Dhabi,Central,1085,Personal Care,SubA,BrandC,36.54,0.15,0,10,SUP03,3.17,Rainy,1,0,355,7.51,23.1,Gold,22,33.61,26,38,251,7795.81
14/06/2023,AUH02,Abu Dhabi,West,1002,Personal Care,SubC,BrandC,31.84,0,0,171,SUP04,3.67,Sunny,2,0,1033,7.07,34.3,Silver,13,43.61,36,64,344,10952.96
15/06/2023,DXB01,Abu Dhabi,Central,1075,Bakery,SubC,BrandB,20.52,0,1,77,SUP02,3.26,Hot,3,0,330,1.13,42.9,Silver,18,6.76,84,74,224,4596.48
16/06/2023,ALN04,Sharjah,South,1091,Beverages,SubC,BrandC,37.92,0.05,0,97,SUP01,4.05,Cool,4,0,962,1.9,39.2,Platinum,21,26.89,15,1,238,8573.71
17/06/2023,DXB01,Sharjah,North,1029,Dairy,SubB,BrandD,4.17,0.15,0,30,SUP02,4.27,Rainy,5,0,454,4.47,32.5,Platinum,15,31.69,91,68,339,1201.59
18/06/2023,DXB01,Al Ain,North,1089,Dairy,SubA,BrandB,37.38,0,0,170,SUP01,4.16,Sunny,6,0,245,4.23,26.8,Silver,19,40.25,24,61,254,9494.52
19/06/2023,SHJ03,Dubai,North,1020,Personal Care,SubA,BrandC,3.92,0.05,1,144,SUP01,3.52,Rainy,0,0,1156,5.96,40.2,Silver,11,39.56,32,45,381,1418.84
20/06/2023,AUH02,Al Ain,North,1027,Beverages,SubC,BrandB,22.8,0.05,0,12,SUP01,4.82,Rainy,1,0,359,1.63,31.4,Silver,12,44.05,61,30,278,6021.48
21/06/2023,ALN04,Dubai,West,1089,Personal Care,SubB,BrandD,35.84,0.15,1,60,SUP04,3.04,Sunny,2,0,186,5.51,29.7,Bronze,11,23.92,16,34,218,6641.15
22/06/2023,SHJ03,Sharjah,North,1061,Dairy,SubC,BrandC,11.98,0.1,0,88,SUP03,3.7,Hot,3,0,942,5.31,35.2,Platinum,22,37.69,42,44,321,3461.02
23/06/2023,DXB01,Sharjah,North,1032,Personal Care,SubB,BrandD,19.95,0.15,0,104,SUP03,4.44,Hot,4,0,364,2.64,47.9,Silver,13,20.26,29,53,234,3968.06
24/06/2023,AUH02,Sharjah,North,1084,Produce,SubB,BrandD,14.32,0.1,0,191,SUP04,4.53,Rainy,5,0,491,4.8,38.1,Bronze,17,20.04,40,70,305,3930.84
25/06/2023,SHJ03,Al Ain,North,1034,Personal Care,SubB,BrandD,38.18,0.05,0,132,SUP03,3.83,Sunny,6,0,331,2.56,29.1,Bronze,9,12.74,3,68,212,7689.45
26/06/2023,AUH02,Abu Dhabi,South,1051,Bakery,SubB,BrandC,33.3,0,0,196,SUP04,3.03,Hot,0,1,1000,2.03,25.9,Bronze,15,37.15,65,28,331,11022.3
27/06/2023,SHJ03,Abu Dhabi,North,1033,Personal Care,SubA,BrandA,28.94,0.2,1,15,SUP02,4.24,Rainy,1,1,687,5.01,38.5,Bronze,11,44.39,59,71,391,9052.43
28/06/2023,AUH02,Sharjah,South,1040,Bakery,SubB,BrandC,24.33,0.05,0,166,SUP04,3.13,Cool,2,0,546,7.84,48.2,Bronze,12,12.87,8,7,213,4923.18
29/06/2023,DXB01,Abu Dhabi,West,1050,Beverages,SubB,BrandD,33.18,0,0,26,SUP03,3.22,Sunny,3,0,565,2.66,43.5,Bronze,13,4.22,30,53,243,8062.74
30/06/2023,ALN04,Abu Dhabi,Central,1046,Dairy,SubC,BrandC,16.91,0.05,0,126,SUP03,4.3,Cool,4,0,1033,3.49,29.7,Bronze,8,37.03,88,6,325,5220.96
01/07/2023,DXB01,Al Ain,North,1081,Snacks,SubC,BrandD,19.01,0.15,0,69,SUP02,3.62,Cool,5,0,227,2.8,36.4,Silver,13,28.59,99,22,255,4120.42
02/07/2023,ALN04,Dubai,Central,1057,Snacks,SubA,BrandA,29.74,0.1,0,159,SUP04,3.7,Rainy,6,0,1149,2.87,50.2,Bronze,20,43.26,68,31,355,9501.93
03/07/2023,AUH02,Sharjah,Central,1074,Dairy,SubC,BrandB,15.59,0.05,0,161,SUP02,3.97,Sunny,0,0,672,3.83,27.9,Bronze,6,12.7,23,61,269,3984.02
04/07/2023,SHJ03,Sharjah,West,1056,Snacks,SubB,BrandA,4.43,0,0,134,SUP01,4.96,Hot,1,0,610,5.91,39.6,Silver,18,4.87,23,44,286,1266.98
05/07/2023,DXB01,Al Ain,Central,1022,Personal Care,SubC,BrandA,4.82,0.15,0,90,SUP04,4.93,Hot,2,0,587,1.27,33.8,Gold,23,23.07,92,67,299,1225
06/07/2023,ALN04,Al Ain,South,1047,Beverages,SubA,BrandB,6.38,0.2,1,94,SUP02,3.83,Rainy,3,0,990,7.7,26.1,Silver,20,5.49,44,29,322,1643.49
07/07/2023,DXB01,Abu Dhabi,Central,1021,Beverages,SubC,BrandC,35.05,0.15,0,60,SUP02,3.53,Hot,4,0,678,1.32,23.6,Bronze,12,13.11,94,38,252,7507.71
08/07/2023,ALN04,Sharjah,Central,1016,Dairy,SubC,BrandB,19.94,0.1,1,187,SUP03,3.61,Hot,5,0,1049,7.17,40.3,Silver,20,7.24,36,4,292,5240.23
09/07/2023,DXB01,Dubai,Central,1068,Snacks,SubA,BrandC,29.09,0.15,0,148,SUP04,3.54,Cool,6,0,505,7.26,22.7,Bronze,8,11.48,57,66,208,5143.11
10/07/2023,ALN04,Al Ain,North,1010,Personal Care,SubA,BrandC,16.93,0.2,0,193,SUP01,4.06,Cool,0,0,1149,4.67,25.4,Bronze,19,6.39,82,21,262,3548.53
11/07/2023,ALN04,Dubai,North,1093,Beverages,SubB,BrandD,11.83,0,0,80,SUP01,4.21,Sunny,1,0,463,1.96,33.5,Bronze,9,43.01,22,27,286,3383.38
12/07/2023,AUH02,Dubai,South,1014,Beverages,SubC,BrandD,15.19,0.05,0,179,SUP04,3.98,Cool,2,0,1183,4.96,23.4,Silver,9,13.83,34,21,298,4300.29
